DATE,TIME,ROAD_CLASS,DISTRICT,LATITUDE,LONGITUDE,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,INVTYPE,INVAGE,PEDCOND,CYCCOND,PEDESTRIAN,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,TRSN_CITY_VEH,EMERG_VEH,PASSENGER,SPEEDING,AG_DRIV,REDLIGHT,ALCOHOL,DISABILITY,NEIGHBOURHOOD_158
4/21/2012 8:00:00 AM,250,Major Arterial,Etobicoke York,43.672345,-79.46849,,No Control,Rain,"Dark, artificial",Wet,Non-Fatal Injury,SMV Other,Other Property Owner,unknown,,,,,Yes,,,,,,,,,,,Junction Area
6/13/2012 8:00:00 AM,1111,Minor Arterial,Toronto and East York,43.663645,-79.35929,,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,unknown,,,,Yes,Yes,,,,,,,Yes,Yes,,,Regent Park
4/23/2012 8:00:00 AM,1530,Major Arterial,Toronto and East York,43.681945,-79.39159,At Intersection,Traffic Signal,Rain,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,Cyclist,25 to 29,,Normal,Yes,Yes,,,,,,,,,,,,Yonge-St.Clair
6/19/2012 8:00:00 AM,1033,Major Arterial,Scarborough,43.806245,-79.28829,,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Motorcycle Driver,25 to 29,,,,,Yes,Yes,,,,,Yes,Yes,,,,Milliken
6/19/2012 8:00:00 AM,1033,Major Arterial,Scarborough,43.806245,-79.28829,,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,40 to 44,,,,,Yes,Yes,,,,,Yes,Yes,,,,Milliken
4/24/2012 8:00:00 AM,1835,Minor Arterial,Scarborough,43.695645,-79.28479,At Intersection,Stop Sign,Clear,Daylight,Wet,Non-Fatal Injury,Turning Movement,Vehicle Owner,unknown,,,,,Yes,,,,,,,Yes,,,,Oakridge
4/24/2012 8:00:00 AM,1835,Minor Arterial,Scarborough,43.695645,-79.28479,At Intersection,Stop Sign,Clear,Daylight,Wet,Non-Fatal Injury,Turning Movement,Driver,35 to 39,,,,,Yes,,,,,,,Yes,,,,Oakridge
6/21/2012 8:00:00 AM,2016,Minor Arterial,Toronto and East York,43.643445,-79.43779,,No Control,Rain,"Dusk, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Vehicle Owner,unknown,,,Yes,,Yes,,,,,,,Yes,,,,Roncesvalles
6/21/2012 8:00:00 AM,2016,Minor Arterial,Toronto and East York,43.643445,-79.43779,,No Control,Rain,"Dusk, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,30 to 34,,,Yes,,Yes,,,,,,,Yes,,,,Roncesvalles
4/28/2012 8:00:00 AM,1352,Major Arterial,Toronto and East York,43.657045,-79.37459,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,35 to 39,,,Yes,,Yes,,,,,,,,,,,Downtown Yonge East
4/27/2012 8:00:00 AM,1644,Major Arterial,North York,43.722145,-79.30159,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,50 to 54,,,Yes,,Yes,,,,,,,Yes,,,,Clairlea-Birchmount
4/29/2012 8:00:00 AM,1340,Collector,Toronto and East York,43.649045,-79.44459,,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Vehicle Owner,unknown,,,Yes,,Yes,,,,,,,,,,,Roncesvalles
4/29/2012 8:00:00 AM,1340,Collector,Toronto and East York,43.649045,-79.44459,,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,35 to 39,,,Yes,,Yes,,,,,,,,,,,Roncesvalles
6/25/2012 8:00:00 AM,1210,Minor Arterial,Etobicoke York,43.654746,-79.565189,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,60 to 64,,,,Yes,Yes,,,,,,,,,,,Eringate-Centennial-West Deane
6/25/2012 8:00:00 AM,1026,Collector,Toronto and East York,43.678045,-79.37899,,No Control,Clear,Daylight,Dry,Non-Fatal Injury,SMV Unattended Vehicle,Driver,60 to 64,,,,,Yes,,,,,,,,,,,Rosedale-Moore Park
4/30/2012 8:00:00 AM,1530,Major Arterial,Toronto and East York,43.680145,-79.44399,At Intersection,Traffic Signal,Rain,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,Vehicle Owner,unknown,,,Yes,,Yes,,,,,,,Yes,,,,Corso Italia-Davenport
4/30/2012 8:00:00 AM,1530,Major Arterial,Toronto and East York,43.680145,-79.44399,At Intersection,Traffic Signal,Rain,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,20 to 24,,,Yes,,Yes,,,,,,,Yes,,,,Corso Italia-Davenport
5/1/2012 8:00:00 AM,845,Major Arterial,Toronto and East York,43.713545,-79.30649,,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Vehicle Owner,unknown,,,,Yes,Yes,,,,,,,,,,,O'Connor-Parkview
5/1/2012 8:00:00 AM,845,Major Arterial,Toronto and East York,43.713545,-79.30649,,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,35 to 39,,,,Yes,Yes,,,,,,,,,,,O'Connor-Parkview
5/2/2012 8:00:00 AM,1745,Major Arterial,Toronto and East York,43.646745,-79.39559,,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,45 to 49,,,,Yes,Yes,,,,,,,Yes,,,,Wellington Place
5/3/2012 8:00:00 AM,1200,Major Arterial,Toronto and East York,43.649745,-79.37499,,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,40 to 44,,,,Yes,Yes,,,,,,,,,,,Downtown Yonge East
5/4/2012 8:00:00 AM,1200,Local,Toronto and East York,43.687545,-79.35289,,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,50 to 54,,,Yes,,Yes,,,,,,,,,,,Broadview North
5/4/2012 8:00:00 AM,2310,Other,Toronto and East York,43.648545,-79.32749,,No Control,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,Driver,20 to 24,,,,,Yes,,,,,Yes,Yes,Yes,,,,South Riverdale
5/4/2012 8:00:00 AM,2310,Other,Toronto and East York,43.648545,-79.32749,,No Control,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,Other Property Owner,unknown,,,,,Yes,,,,,Yes,Yes,Yes,,,,South Riverdale
5/5/2012 8:00:00 AM,1610,Major Arterial,Toronto and East York,43.654945,-79.42029,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Vehicle Owner,unknown,,,,Yes,Yes,,,,,,,Yes,,,,Palmerston-Little Italy
5/5/2012 8:00:00 AM,1610,Major Arterial,Toronto and East York,43.654945,-79.42029,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,45 to 49,,,,Yes,Yes,,,,,,,Yes,,,,Palmerston-Little Italy
5/5/2012 8:00:00 AM,1731,Major Arterial,North York,43.698245,-79.43839,,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Passenger,75 to 79,,,,,Yes,,,,,Yes,,Yes,,,,Oakwood Village
5/5/2012 8:00:00 AM,1731,Major Arterial,North York,43.698245,-79.43839,,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Passenger,20 to 24,,,,,Yes,,,,,Yes,,Yes,,,,Oakwood Village
5/5/2012 8:00:00 AM,1731,Major Arterial,North York,43.698245,-79.43839,,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Driver,45 to 49,,,,,Yes,,,,,Yes,,Yes,,,,Oakwood Village
6/29/2012 8:00:00 AM,1030,Major Arterial,Toronto and East York,43.681243,-79.444392,,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Vehicle Owner,unknown,,,Yes,,,,,Yes,,,,,,,,Corso Italia-Davenport
6/29/2012 8:00:00 AM,1030,Major Arterial,Toronto and East York,43.681243,-79.444392,,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,45 to 49,,,Yes,,,,,Yes,,,,,,,,Corso Italia-Davenport
7/1/2012 8:00:00 AM,1940,Major Arterial,Etobicoke York,43.736745,-79.59169,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,50 to 54,,,Yes,,Yes,,,,,,,Yes,,,,West Humber-Clairville
5/6/2012 8:00:00 AM,2100,Collector,Scarborough,43.769345,-79.17579,,No Control,Clear,"Dusk, artificial",Dry,Non-Fatal Injury,Sideswipe,Driver,65 to 69,,,,,Yes,,,,,Yes,,,,,,West Hill
5/6/2012 8:00:00 AM,2100,Collector,Scarborough,43.769345,-79.17579,,No Control,Clear,"Dusk, artificial",Dry,Non-Fatal Injury,Sideswipe,Passenger,70 to 74,,,,,Yes,,,,,Yes,,,,,,West Hill
5/6/2012 8:00:00 AM,2100,Collector,Scarborough,43.769345,-79.17579,,No Control,Clear,"Dusk, artificial",Dry,Non-Fatal Injury,Sideswipe,Driver,75 to 79,,,,,Yes,,,,,Yes,,,,,,West Hill
5/7/2012 8:00:00 AM,1510,Major Arterial,Toronto and East York,43.702745,-79.31559,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,Driver,20 to 24,,,,,Yes,,,,,,Yes,Yes,,,Yes,O'Connor-Parkview
5/7/2012 8:00:00 AM,1510,Major Arterial,Toronto and East York,43.702745,-79.31559,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,Other Property Owner,unknown,,,,,Yes,,,,,,Yes,Yes,,,Yes,O'Connor-Parkview
6/28/2012 8:00:00 AM,155,Major Arterial,Toronto and East York,43.656345,-79.38899,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Cyclist Collisions,Driver,40 to 44,,,,Yes,Yes,,,,,,,,,,,Kensington-Chinatown
5/10/2012 8:00:00 AM,1810,Major Arterial,Toronto and East York,43.647245,-79.39279,,No Control,Clear,Dusk,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,45 to 49,,,,Yes,Yes,,,,,,,,,,,Wellington Place
5/10/2012 8:00:00 AM,1015,Major Arterial,Toronto and East York,43.650845,-79.41339,,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Vehicle Owner,unknown,,,,Yes,Yes,,,,,,,Yes,,,,Trinity-Bellwoods
5/10/2012 8:00:00 AM,1015,Major Arterial,Toronto and East York,43.650845,-79.41339,,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,25 to 29,,,,Yes,Yes,,,,,,,Yes,,,,Trinity-Bellwoods
5/9/2012 8:00:00 AM,8,Major Arterial,Toronto and East York,43.645045,-79.39689,,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Sideswipe,Vehicle Owner,unknown,,,,,Yes,Yes,,,,,,,,,,Wellington Place
5/9/2012 8:00:00 AM,8,Major Arterial,Toronto and East York,43.645045,-79.39689,,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Sideswipe,Driver,40 to 44,,,,,Yes,Yes,,,,,,,,,,Wellington Place
5/9/2012 8:00:00 AM,8,Major Arterial,Toronto and East York,43.645045,-79.39689,,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Sideswipe,Driver,25 to 29,,,,,Yes,Yes,,,,,,,,,,Wellington Place
7/14/2020 8:00:00 AM,135,Minor Arterial,Toronto and East York,43.636096,-79.474475,Non Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Angle,Driver,unknown,,,,,Yes,Yes,,,,,Yes,Yes,,,,High Park-Swansea
6/22/2012 8:00:00 AM,1940,Major Arterial,North York,43.760645,-79.32769,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,30 to 34,,,Yes,,Yes,,,,,,,Yes,,,,Fenside-Parkwoods
6/27/2012 8:00:00 AM,1910,Major Arterial,North York,43.734576,-79.447261,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,60 to 64,,,,Yes,Yes,,,,,,,,,,,Clanton Park
7/6/2012 8:00:00 AM,2212,Major Arterial,Scarborough,43.823245,-79.24749,,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,SMV Other,Driver,20 to 24,,,,,Yes,,,,,Yes,Yes,Yes,,,,Morningside Heights
5/14/2012 8:00:00 AM,1936,Major Arterial,Scarborough,43.785445,-79.31089,At Intersection,Traffic Signal,Clear,Dusk,Dry,Non-Fatal Injury,Turning Movement,Motorcycle Driver,20 to 24,,,,,Yes,Yes,,,,,Yes,Yes,,,,Tam O'Shanter-Sullivan
5/14/2012 8:00:00 AM,1936,Major Arterial,Scarborough,43.785445,-79.31089,At Intersection,Traffic Signal,Clear,Dusk,Dry,Non-Fatal Injury,Turning Movement,Driver,25 to 29,,,,,Yes,Yes,,,,,Yes,Yes,,,,Tam O'Shanter-Sullivan
5/23/2012 8:00:00 AM,1835,Major Arterial,Toronto and East York,43.657645,-79.35519,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Vehicle Owner,unknown,,,,,Yes,,,,,,,Yes,,,,Moss Park
5/23/2012 8:00:00 AM,1835,Major Arterial,Toronto and East York,43.657645,-79.35519,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,60 to 64,,,,,Yes,,,,,,,Yes,,,,Moss Park
5/21/2012 8:00:00 AM,640,Local,Toronto and East York,43.680945,-79.44479,,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Vehicle Owner,unknown,,,,Yes,Yes,,,,,,,,,,,Corso Italia-Davenport
5/21/2012 8:00:00 AM,640,Local,Toronto and East York,43.680945,-79.44479,,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,25 to 29,,,,Yes,Yes,,,,,,,,,,,Corso Italia-Davenport
5/26/2012 8:00:00 AM,1044,Major Arterial,North York,43.707945,-79.42709,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Driver,50 to 54,,,,,Yes,Yes,,,,,,,,,,Forest Hill North
5/24/2012 8:00:00 AM,1905,Minor Arterial,Etobicoke York,43.703045,-79.52539,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,35 to 39,,,,Yes,Yes,,,,,,,,,,,Weston
5/30/2012 8:00:00 AM,900,Major Arterial,North York,43.719745,-79.30059,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,75 to 79,,,Yes,,Yes,,,,,,,Yes,,,,Victoria Village
5/29/2012 8:00:00 AM,1836,Local,Toronto and East York,43.690945,-79.37619,,No Control,Clear,Daylight,Dry,Non-Fatal Injury,SMV Unattended Vehicle,Other,unknown,,,,,Yes,,,,,,Yes,Yes,,,,Rosedale-Moore Park
5/24/2012 8:00:00 AM,1427,Minor Arterial,Toronto and East York,43.670245,-79.36169,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,30 to 34,,,,Yes,Yes,,,,,,,,,,,Cabbagetown-South St.James Town
5/30/2012 8:00:00 AM,1315,Major Arterial,Toronto and East York,43.651345,-79.41089,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,25 to 29,,,,Yes,Yes,,,,,,,,,,,Trinity-Bellwoods
6/3/2012 8:00:00 AM,1915,Minor Arterial,Scarborough,43.788745,-79.16219,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,40 to 44,,,,,Yes,Yes,,,,,,,,,Yes,Highland Creek
6/3/2012 8:00:00 AM,1720,Major Arterial,Toronto and East York,43.657145,-79.40519,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,25 to 29,,,,Yes,,,,,,,,,,,,University
6/2/2012 8:00:00 AM,1218,Local,North York,43.726645,-79.35879,,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,70 to 74,,,,Yes,Yes,,,,,,,,,,,Bridle Path-Sunnybrook-York Mills
6/5/2012 8:00:00 AM,1725,Major Arterial,Toronto and East York,43.659845,-79.43539,,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Passenger,unknown,,,,Yes,Yes,,,,,Yes,,,,,,Dufferin Grove
6/5/2012 8:00:00 AM,1725,Major Arterial,Toronto and East York,43.659845,-79.43539,,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Vehicle Owner,unknown,,,,Yes,Yes,,,,,Yes,,,,,,Dufferin Grove
6/5/2012 8:00:00 AM,1725,Major Arterial,Toronto and East York,43.659845,-79.43539,,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,50 to 54,,,,Yes,Yes,,,,,Yes,,,,,,Dufferin Grove
6/5/2012 8:00:00 AM,2045,Major Arterial,Toronto and East York,43.659845,-79.43539,At Intersection,Traffic Signal,Clear,Dusk,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,25 to 29,,,,Yes,Yes,,,,,Yes,,,,,,Dufferin Grove
6/5/2012 8:00:00 AM,2045,Major Arterial,Toronto and East York,43.659845,-79.43539,At Intersection,Traffic Signal,Clear,Dusk,Dry,Non-Fatal Injury,Cyclist Collisions,Passenger,30 to 34,,,,Yes,Yes,,,,,Yes,,,,,,Dufferin Grove
6/5/2012 8:00:00 AM,2045,Major Arterial,Toronto and East York,43.659845,-79.43539,At Intersection,Traffic Signal,Clear,Dusk,Dry,Non-Fatal Injury,Cyclist Collisions,Passenger,20 to 24,,,,Yes,Yes,,,,,Yes,,,,,,Dufferin Grove
6/4/2012 8:00:00 AM,1000,Collector,Toronto and East York,43.646945,-79.41709,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,50 to 54,,,,Yes,Yes,,,,,,,Yes,,,,Trinity-Bellwoods
6/5/2012 8:00:00 AM,1807,Major Arterial,Toronto and East York,43.649279,-79.393665,Intersection Related,Streetcar (Stop for),Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Vehicle Owner,unknown,,,Yes,Yes,,,,Yes,,,,,,,,Wellington Place
6/5/2012 8:00:00 AM,1807,Major Arterial,Toronto and East York,43.649279,-79.393665,Intersection Related,Streetcar (Stop for),Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver - Not Hit,35 to 39,,,Yes,Yes,,,,Yes,,,,,,,,Wellington Place
6/5/2012 8:00:00 AM,1807,Major Arterial,Toronto and East York,43.649279,-79.393665,Intersection Related,Streetcar (Stop for),Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Cyclist,20 to 24,,Inattentive,Yes,Yes,,,,Yes,,,,,,,,Wellington Place
6/5/2012 8:00:00 AM,647,Minor Arterial,Toronto and East York,43.671245,-79.37639,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Other,Driver,55 to 59,,,,,,,,Yes,,Yes,,,,,,North St.James Town
6/5/2012 8:00:00 AM,647,Minor Arterial,Toronto and East York,43.671245,-79.37639,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Other,Passenger,65 to 69,,,,,,,,Yes,,Yes,,,,,,North St.James Town
6/7/2012 8:00:00 AM,2000,Local,Toronto and East York,43.661045,-79.45059,At Intersection,Stop Sign,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Cyclist Collisions,Driver,unknown,,,,Yes,Yes,,,,,,,Yes,,,,Junction-Wallace Emerson
6/6/2012 8:00:00 AM,2231,Major Arterial,Toronto and East York,43.660745,-79.38289,,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,60 to 64,,,Yes,,Yes,,,,,,,,,,,Yonge-Bay Corridor
6/7/2012 8:00:00 AM,930,Minor Arterial,Toronto and East York,43.656445,-79.36479,,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Other,Vehicle Owner,unknown,,,,,,,,Yes,,Yes,,,,,,Regent Park
6/7/2012 8:00:00 AM,930,Minor Arterial,Toronto and East York,43.656445,-79.36479,,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Other,Driver,50 to 54,,,,,,,,Yes,,Yes,,,,,,Regent Park
6/10/2012 8:00:00 AM,1916,Major Arterial,Toronto and East York,43.664545,-79.41379,,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,50 to 54,,,,Yes,Yes,,,,,,,,,,,Palmerston-Little Italy
7/23/2012 8:00:00 AM,208,Minor Arterial,Toronto and East York,43.662045,-79.37259,,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,65 to 69,,,Yes,,Yes,,,,,,,,,,,Moss Park
6/13/2012 8:00:00 AM,1752,Minor Arterial,Toronto and East York,43.666145,-79.35289,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,60 to 64,,,,Yes,Yes,,,,,,,Yes,,,,North Riverdale
6/13/2012 8:00:00 AM,1239,Major Arterial,Etobicoke York,43.733745,-79.53819,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Vehicle Owner,unknown,,,Yes,,Yes,,,,,,,Yes,,,,Pelmo Park-Humberlea
6/13/2012 8:00:00 AM,1239,Major Arterial,Etobicoke York,43.733745,-79.53819,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,20 to 24,,,Yes,,Yes,,,,,,,Yes,,,,Pelmo Park-Humberlea
6/14/2012 8:00:00 AM,1243,Major Arterial,Toronto and East York,43.671445,-79.39529,,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,60 to 64,,,Yes,,Yes,,,,,,,,,,,Annex
7/24/2012 8:00:00 AM,740,Major Arterial,Etobicoke York,43.747345,-79.56439,,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,30 to 34,,,Yes,,Yes,,,,,,,,,,,Humber Summit
6/18/2012 8:00:00 AM,1440,Major Arterial,Toronto and East York,43.678945,-79.34479,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,30 to 34,,,Yes,,Yes,,,,,,,Yes,Yes,,,Blake-Jones
6/16/2012 8:00:00 AM,1623,Major Arterial,Toronto and East York,43.669545,-79.43949,,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Motorcycle Driver,35 to 39,,,,,Yes,Yes,,,,Yes,,Yes,,,,Junction-Wallace Emerson
6/16/2012 8:00:00 AM,1623,Major Arterial,Toronto and East York,43.669545,-79.43949,,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Vehicle Owner,unknown,,,,,Yes,Yes,,,,Yes,,Yes,,,,Junction-Wallace Emerson
6/16/2012 8:00:00 AM,1623,Major Arterial,Toronto and East York,43.669545,-79.43949,,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,60 to 64,,,,,Yes,Yes,,,,Yes,,Yes,,,,Junction-Wallace Emerson
6/16/2012 8:00:00 AM,2229,Major Arterial,Toronto and East York,43.641045,-79.43449,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,20 to 24,,,Yes,,Yes,,,,,,,,,,,Roncesvalles
6/21/2012 8:00:00 AM,1606,Major Arterial,Scarborough,43.779745,-79.30349,,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,75 to 79,,,,Yes,Yes,,,,,,,,,,,Tam O'Shanter-Sullivan
6/19/2012 8:00:00 AM,1542,Minor Arterial,Toronto and East York,43.670245,-79.37039,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Driver,65 to 69,,,,,Yes,,,,,,,Yes,,,,Cabbagetown-South St.James Town
6/19/2012 8:00:00 AM,1542,Minor Arterial,Toronto and East York,43.670245,-79.37039,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Vehicle Owner,unknown,,,,,Yes,,,,,,,Yes,,,,Cabbagetown-South St.James Town
6/19/2012 8:00:00 AM,1542,Minor Arterial,Toronto and East York,43.670245,-79.37039,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Driver,25 to 29,,,,,Yes,,,,,,,Yes,,,,Cabbagetown-South St.James Town
6/19/2012 8:00:00 AM,1521,Major Arterial,Etobicoke York,43.702845,-79.50379,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,55 to 59,,,Yes,,Yes,,,,,,,Yes,,,,Brookhaven-Amesbury
6/17/2012 8:00:00 AM,25,Major Arterial,Toronto and East York,43.649045,-79.39089,,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,20 to 24,,,Yes,,Yes,,,,,,,,,,,Wellington Place
6/23/2012 8:00:00 AM,1315,Major Arterial,Etobicoke York,43.739545,-79.51249,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,65 to 69,,,Yes,,Yes,,,,,,,,,,,Glenfield-Jane Heights
6/24/2012 8:00:00 AM,54,Major Arterial,Toronto and East York,43.683245,-79.41809,,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Vehicle Owner,unknown,,,Yes,,,,,Yes,,,,,,,,Casa Loma
6/24/2012 8:00:00 AM,54,Major Arterial,Toronto and East York,43.683245,-79.41809,,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,40 to 44,,,Yes,,,,,Yes,,,,,,,,Casa Loma
6/26/2012 8:00:00 AM,1615,Major Arterial,Toronto and East York,43.656945,-79.40519,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,45 to 49,,,,Yes,Yes,,,,,,,,,,,Kensington-Chinatown
6/29/2012 8:00:00 AM,1840,Major Arterial,Toronto and East York,43.650745,-79.47819,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,45 to 49,,,Yes,,Yes,,,,,,,Yes,,,,Runnymede-Bloor West Village
7/29/2012 8:00:00 AM,1912,Major Arterial,Etobicoke York,43.696645,-79.47529,,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Vehicle Owner,unknown,,,,,Yes,Yes,,,,,Yes,Yes,,Yes,,Beechborough-Greenbrook
7/29/2012 8:00:00 AM,1912,Major Arterial,Etobicoke York,43.696645,-79.47529,,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Driver,35 to 39,,,,,Yes,Yes,,,,,Yes,Yes,,Yes,,Beechborough-Greenbrook
7/30/2012 8:00:00 AM,1736,Major Arterial,Toronto and East York,43.642245,-79.42859,,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,40 to 44,,,Yes,,Yes,,,,,,,,,,,Roncesvalles
